West Ham,1,Arsenal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoke,0,Liverpool,0,0,1,4,0,2,0,0,4,3,7,0,0,0,0,0,7,0,0,19,15,3,0,25,4,68,395,63,400,41,422,305,156,217,244,67,272,124,5,12,25,10,13,16,0,7,9,4,9,3,9,16,571,8,15,0,0,2,0,1
Liverpool,1,Stoke,0,1,3,1,0,4,0,0,4,4,6,0,2,0,0,6,1,1,0,12,10,5,3,22,5,60,456,50,466,45,471,325,187,250,262,69,295,152,10,12,19,5,13,33,0,14,19,2,14,2,16,21,642,16,10,0,0,1,1,1
West Brom,0,Man City,1,0,2,6,0,1,0,1,3,5,6,0,3,0,0,5,2,2,0,22,4,6,0,16,6,45,323,36,332,21,347,242,126,183,183,68,172,128,7,2,17,7,16,21,0,9,12,10,13,2,12,6,471,8,10,0,0,4,2,0
Man City,1,West Brom,1,3,7,2,0,11,0,1,10,9,17,0,3,0,0,10,9,1,0,18,11,6,2,12,15,59,740,40,759,18,781,452,343,397,398,74,449,276,7,4,10,7,14,21,0,7,14,1,3,0,9,12,900,14,7,0,0,2,2,3
Aston Villa,0,Man Utd,1,0,1,3,0,1,0,0,4,1,3,0,2,0,0,2,0,3,0,15,11,3,1,24,4,60,425,54,431,29,456,310,174,230,253,123,242,120,12,21,22,5,19,13,0,7,6,3,9,4,14,12,595,4,14,0,0,1,2,1
Man Utd,1,Aston Villa,1,1,2,4,0,3,0,1,4,4,6,0,3,0,0,7,0,2,0,8,16,5,3,18,8,70,497,29,538,20,547,340,223,278,282,110,298,159,5,8,24,12,21,37,0,19,18,1,6,3,10,12,702,15,13,1,0,1,2,0
Southampton,0,Everton,1,0,4,9,0,4,0,0,14,3,13,0,4,0,0,7,6,4,0,39,9,9,1,23,13,58,468,76,450,29,497,343,178,274,250,68,251,207,5,8,18,6,13,19,0,9,10,4,9,1,11,15,629,7,13,0,0,1,0,0
Everton,1,Southampton,1,3,4,2,0,4,0,0,7,3,6,1,3,0,0,6,2,2,0,19,11,9,0,14,7,64,370,49,385,21,413,285,148,206,226,72,202,160,6,9,14,5,16,32,0,23,9,4,14,2,10,17,568,12,12,1,0,4,2,0
Sunderland,0,Norwich,1,1,2,3,0,1,0,0,3,3,4,0,2,0,0,3,1,2,0,13,6,6,1,20,4,74,349,41,382,49,374,294,128,212,208,79,245,99,6,4,31,15,17,20,0,7,13,8,21,2,7,9,540,11,12,1,0,3,1,0
Norwich,1,Sunderland,1,3,6,4,0,8,0,1,8,9,14,0,4,0,0,11,6,1,0,19,7,6,1,33,12,66,482,40,508,36,512,343,202,281,262,63,245,240,15,13,15,6,11,34,0,29,5,1,16,1,7,18,682,19,19,0,0,1,0,0
Swansea,0,Newcastle,1,2,6,6,2,7,0,0,7,12,15,0,4,0,0,10,6,3,0,19,8,4,2,26,18,46,641,52,635,14,673,407,278,347,340,86,418,183,7,19,19,7,16,18,0,9,9,0,7,3,11,8,794,3,13,0,0,2,1,0
Newcastle,1,Swansea,1,0,2,2,0,0,0,0,1,3,3,0,1,0,0,4,0,0,0,10,10,4,0,19,2,57,306,27,336,16,347,236,126,176,186,115,172,76,7,9,19,7,13,18,0,8,10,7,8,1,8,6,468,11,18,0,0,4,0,0
Tottenham,0,Stoke,1,2,7,2,0,4,0,1,6,6,11,0,2,0,0,8,4,1,0,14,12,4,1,35,9,74,479,43,510,25,528,340,208,270,280,113,315,125,9,12,16,9,16,17,0,10,7,2,5,3,15,17,642,8,9,1,0,5,1,1
Stoke,1,Tottenham,1,2,7,6,0,2,0,1,10,4,11,0,3,1,0,7,1,7,0,22,13,3,0,21,11,46,430,42,434,38,438,309,166,255,221,81,227,168,9,6,19,9,16,15,0,10,5,4,7,3,11,13,599,12,16,0,0,5,2,1
Watford,0,West Brom,1,0,5,8,0,3,0,0,7,9,14,1,1,0,0,9,4,3,0,33,7,2,0,32,15,85,484,65,504,32,537,344,223,283,283,66,272,231,9,11,15,4,21,21,0,5,16,1,14,0,13,18,676,16,12,0,0,0,0,1
West Brom,1,Watford,1,0,0,5,0,1,0,2,2,2,1,1,4,0,0,1,2,3,0,16,12,4,1,13,5,74,242,25,291,50,266,221,94,154,159,42,162,112,4,6,24,9,20,39,0,17,22,2,15,0,10,27,453,12,11,0,0,5,1,1
West Ham,0,Leicester,1,1,3,3,0,4,0,2,5,3,8,0,2,0,0,5,3,2,0,41,10,8,0,35,8,91,544,73,562,41,594,409,226,330,301,102,319,214,9,15,15,6,4,22,0,17,5,2,3,1,11,25,713,12,7,0,0,3,0,0
Leicester,1,West Ham,1,2,5,3,0,2,0,2,5,3,6,1,3,0,0,5,4,1,0,16,8,4,0,15,7,74,200,41,233,50,224,202,72,149,124,28,110,136,6,8,25,9,16,36,0,19,17,3,16,1,12,20,410,11,6,0,0,2,1,0
Crystal Palace,0,Arsenal,1,1,4,4,1,3,1,1,5,5,7,0,4,0,1,5,4,2,0,29,10,6,1,15,7,58,364,47,375,27,395,278,144,204,217,84,178,160,9,14,18,7,19,35,0,15,20,8,10,3,14,15,574,15,12,2,0,5,1,0
Arsenal,1,Crystal Palace,1,1,7,6,0,7,0,3,13,4,17,2,1,0,0,10,7,3,0,23,14,6,5,20,17,59,552,39,572,31,580,390,216,313,290,73,280,258,7,7,27,9,12,36,0,19,17,3,15,2,12,19,752,13,8,0,0,3,0,3
Man City,0,Chelsea,1,3,8,6,0,4,0,1,10,7,16,0,2,0,0,12,4,2,0,25,13,5,3,19,17,44,424,30,438,32,436,309,157,238,225,43,233,192,14,8,17,12,5,23,0,13,10,3,14,1,19,15,574,16,3,0,0,3,4,1
Chelsea,1,Man City,1,0,3,4,1,3,0,1,4,5,7,1,2,0,0,7,2,1,0,16,14,1,1,19,7,49,433,42,440,30,452,306,171,251,223,45,218,219,12,14,20,14,15,25,0,9,16,4,17,3,13,18,599,7,8,1,1,5,0,0
Liverpool,0,Bournemouth,2,1,2,11,1,5,0,1,7,10,12,1,5,0,0,13,5,0,0,11,17,6,0,19,11,49,476,40,485,38,487,331,192,267,256,91,264,170,12,12,24,12,16,36,0,12,24,5,15,1,11,23,671,15,12,0,0,2,1,2
Bournemouth,1,Liverpool,2,0,2,6,1,5,0,0,8,5,9,0,4,0,0,4,5,3,1,25,11,8,0,31,13,49,398,53,394,35,412,306,140,222,220,82,200,165,12,11,22,12,14,23,0,12,11,5,14,0,18,17,562,14,14,1,0,1,0,0
Man Utd,0,Newcastle,2,0,8,3,1,9,0,0,9,11,17,0,3,0,0,10,9,1,0,38,11,11,4,20,15,51,648,57,642,21,678,445,254,343,350,72,329,298,14,10,17,10,15,22,0,14,8,3,14,4,15,13,821,13,6,0,0,0,2,0
Newcastle,1,Man Utd,2,0,0,4,1,3,0,1,4,2,3,1,3,0,0,3,0,4,0,18,18,5,0,13,6,65,249,34,280,19,295,223,90,148,163,62,146,106,10,9,20,14,20,35,0,21,14,9,16,2,11,14,471,10,16,2,0,8,1,1
Norwich,0,Stoke,2,1,7,8,0,5,0,2,8,10,13,0,7,0,0,15,3,2,0,24,5,9,2,26,14,49,332,43,338,21,360,240,138,187,191,59,164,158,6,5,22,5,10,22,0,13,9,1,5,2,16,11,472,12,7,0,0,0,1,1
Stoke,1,Norwich,2,1,1,4,0,1,0,0,4,2,4,0,2,0,0,2,3,1,0,8,15,0,1,21,5,52,448,39,461,25,475,315,184,257,241,90,294,116,5,5,15,6,15,18,0,11,7,5,5,4,5,10,609,18,11,0,0,6,0,0
Sunderland,0,Swansea,2,1,2,5,0,3,0,0,4,6,4,0,6,0,0,7,2,1,0,16,8,3,0,15,7,58,294,30,322,57,295,250,101,170,181,43,211,98,12,7,25,10,14,17,0,4,13,4,2,4,16,22,475,5,10,0,0,8,1,0
Swansea,1,Sunderland,2,1,9,6,1,5,0,0,10,10,17,0,3,0,0,8,7,5,0,20,16,4,0,20,19,65,475,54,486,35,505,347,190,280,260,75,322,143,10,12,9,12,20,28,0,18,10,3,9,2,9,18,670,15,11,0,1,1,3,0
Crystal Palace,0,Aston Villa,2,2,6,7,0,3,1,1,9,6,12,0,4,0,1,5,9,2,0,28,12,6,2,15,14,56,346,41,361,38,364,280,121,207,194,52,180,170,6,1,15,9,11,21,0,15,6,3,1,4,12,24,509,12,18,1,0,2,2,0
Aston Villa,1,Crystal Palace,2,0,2,6,0,3,0,0,6,5,8,0,3,0,0,5,4,2,0,21,14,4,1,22,9,73,338,48,363,47,364,273,137,215,194,61,216,134,9,11,13,6,18,24,0,18,6,3,9,0,15,27,512,5,12,0,1,4,4,1
Leicester,0,Tottenham,2,1,2,5,1,6,0,0,7,6,7,0,6,0,0,5,7,1,0,22,8,2,0,21,9,68,242,51,259,48,262,218,91,153,155,40,129,141,11,8,19,11,21,15,0,8,7,4,10,1,7,16,424,6,9,1,0,5,0,0
Tottenham,1,Leicester,2,1,6,9,0,4,0,2,10,7,15,0,4,0,0,12,3,4,0,18,8,7,2,26,16,61,507,47,521,40,528,343,222,267,298,88,290,190,11,10,11,11,8,41,0,28,13,6,6,0,14,25,680,12,9,0,0,1,0,0
West Ham,0,Bournemouth,2,3,4,3,0,3,0,1,5,4,4,0,5,1,0,9,0,1,0,19,9,5,1,25,7,91,331,49,373,52,370,291,127,218,200,59,199,164,7,10,20,12,27,15,0,9,6,2,11,3,8,21,534,8,12,1,3,3,1,0
Bournemouth,1,West Ham,2,4,7,6,0,2,0,0,9,6,13,0,1,1,0,10,4,1,0,11,9,4,3,33,11,76,427,49,454,58,445,332,167,261,238,80,239,184,12,14,17,7,10,37,0,23,14,3,12,1,11,27,617,9,11,0,0,1,1,1
West Brom,0,Chelsea,2,2,6,6,0,3,0,1,7,7,8,0,6,1,0,12,0,3,0,23,10,8,2,20,12,61,360,57,364,34,387,274,145,209,207,69,189,163,6,4,13,7,15,15,0,7,8,3,10,2,9,16,513,9,10,0,0,2,0,0
Chelsea,1,West Brom,2,3,5,7,0,3,0,0,10,5,11,2,2,0,0,9,6,0,0,11,9,7,1,13,13,70,456,41,485,30,496,325,199,254,268,86,257,183,7,6,9,6,9,24,0,16,8,3,9,1,12,19,627,8,11,1,0,4,3,1
Everton,0,Man City,2,0,1,5,1,4,0,1,4,5,7,0,3,0,0,3,5,2,0,19,7,8,0,18,8,57,394,45,406,28,423,290,159,227,221,89,223,139,16,6,21,10,11,24,0,12,12,4,15,3,5,11,580,11,12,1,0,7,2,0
Man City,1,Everton,2,2,9,3,1,4,0,1,8,7,14,0,2,0,0,10,5,1,0,23,7,7,2,26,13,47,493,35,505,19,521,327,208,255,279,63,245,232,10,12,17,16,17,21,0,11,10,4,6,2,7,16,650,10,11,0,0,1,0,2
