Southampton,1,West Brom,5,0,4,6,0,5,0,0,10,5,13,0,2,0,0,9,3,3,0,33,6,5,1,25,14,88,590,82,596,56,622,437,241,345,331,129,324,225,6,11,12,6,18,20,0,10,10,3,13,2,5,20,783,11,14,0,0,1,2,1
Norwich,0,Bournemouth,5,3,4,8,1,0,0,0,7,5,9,0,3,0,0,4,7,1,0,19,11,4,0,16,9,73,399,31,441,30,442,302,168,225,244,77,216,179,7,8,21,5,19,15,0,8,7,2,9,0,10,16,576,8,9,0,0,1,2,0
Bournemouth,1,Norwich,5,1,2,3,0,2,0,1,4,2,4,0,3,0,0,3,2,2,0,16,8,4,0,35,7,63,471,52,482,37,497,348,181,260,272,79,310,145,5,13,13,7,18,15,0,7,8,0,13,2,11,11,614,11,17,0,2,1,2,0
Man Utd,0,Liverpool,5,3,3,3,0,3,0,0,3,6,5,0,3,1,0,7,2,0,0,17,10,4,3,27,6,81,523,52,552,22,582,356,243,310,288,97,318,189,6,6,23,10,27,25,0,14,11,1,12,2,6,8,730,20,18,0,0,2,0,1
Liverpool,1,Man Utd,5,1,4,4,0,0,0,2,4,2,4,0,4,0,0,3,2,3,0,12,7,4,2,24,6,54,429,44,439,51,432,311,172,227,254,106,254,123,10,4,23,6,12,25,0,13,12,3,17,2,11,21,594,19,16,1,0,0,3,2
Sunderland,0,Tottenham,5,0,2,5,2,5,0,0,6,6,11,1,0,0,0,8,4,0,0,23,11,6,2,25,10,63,306,42,327,53,316,269,100,188,179,41,187,141,8,10,22,9,13,30,0,11,19,5,14,2,11,25,506,18,9,1,0,3,4,0
Tottenham,1,Sunderland,5,1,4,6,0,5,0,0,8,7,13,0,2,0,0,9,4,2,0,22,11,8,2,30,13,70,399,59,410,24,445,309,160,240,225,69,226,174,9,6,26,8,15,31,0,12,19,5,9,0,12,9,609,18,19,0,0,2,1,1
Leicester,0,Aston Villa,5,3,6,9,0,6,0,1,8,12,18,0,3,0,0,10,8,3,0,17,10,4,2,35,17,62,380,50,392,38,404,304,137,227,213,42,227,173,25,15,32,9,16,16,0,8,8,4,15,1,8,18,590,17,12,0,0,2,0,0
Aston Villa,1,Leicester,5,2,4,3,0,4,0,1,4,6,5,1,5,0,0,6,3,2,0,12,9,5,0,26,10,68,387,33,422,45,410,307,144,223,228,96,246,113,9,23,28,25,18,30,0,14,16,6,13,1,13,28,603,9,16,0,0,3,1,0
West Ham,0,Newcastle,6,2,3,8,1,6,0,1,8,8,9,4,4,0,0,10,6,1,0,16,10,6,0,27,13,59,299,30,328,18,340,239,115,189,168,52,146,160,10,8,18,8,33,25,0,17,8,5,9,0,8,9,506,11,20,0,0,4,1,0
Newcastle,1,West Ham,6,0,4,5,0,5,0,0,6,8,11,0,3,0,0,8,6,0,0,32,7,7,0,36,8,65,486,65,486,29,522,342,204,281,262,119,253,179,8,11,17,10,18,21,0,7,14,4,11,2,11,5,653,8,18,0,0,1,1,0
Chelsea,0,Arsenal,6,1,6,6,0,10,0,1,7,14,20,0,2,0,0,17,4,1,0,14,13,5,1,14,20,54,603,45,612,37,620,396,258,341,313,74,319,264,15,9,23,17,11,16,0,11,5,3,13,0,12,13,783,12,15,2,0,2,0,0
Arsenal,1,Chelsea,6,0,2,4,0,3,1,0,4,5,6,0,3,0,1,8,1,0,0,15,9,5,1,19,5,43,356,34,365,22,377,264,130,205,191,87,193,119,17,13,21,15,19,22,0,11,11,10,7,3,11,7,542,15,10,1,0,5,1,0
Newcastle,0,Watford,6,1,5,7,0,3,0,0,9,6,13,0,2,0,0,6,8,1,0,40,13,5,1,29,12,63,507,70,500,37,533,383,181,286,279,88,274,208,15,14,19,9,21,8,0,3,5,3,7,4,8,11,691,18,11,0,0,2,1,0
Watford,1,Newcastle,6,2,4,6,0,3,0,0,7,6,11,0,2,0,0,9,2,2,0,9,12,5,1,16,12,85,329,25,389,39,375,270,142,218,196,42,222,150,9,9,29,15,18,19,0,5,14,3,21,1,12,11,563,15,14,1,0,4,7,2
Aston Villa,0,West Brom,6,0,3,5,0,5,0,0,3,10,9,0,4,0,0,6,6,1,0,26,9,2,0,29,7,69,443,50,462,52,460,336,172,253,254,91,250,171,12,12,30,8,20,33,0,21,12,2,12,2,10,35,639,4,6,0,0,5,2,0
West Brom,1,Aston Villa,6,1,6,2,0,3,0,1,6,4,9,0,2,0,0,7,2,2,0,21,9,7,0,33,11,73,285,41,317,37,321,238,119,190,164,55,154,149,8,5,15,12,29,38,0,24,14,5,13,1,11,24,488,26,8,0,0,3,0,0
Bournemouth,0,Sunderland,6,2,5,4,1,6,0,0,7,8,7,0,8,0,0,9,4,2,0,17,13,7,0,18,13,64,439,43,460,39,464,326,171,237,258,90,242,171,17,12,23,14,13,15,0,5,10,4,13,2,14,18,634,13,10,0,0,2,1,0
Sunderland,1,Bournemouth,6,0,2,3,0,4,0,1,2,6,6,0,3,0,0,7,2,0,0,12,14,3,0,26,5,90,365,37,418,47,408,284,170,216,237,88,241,126,14,15,25,17,18,18,0,10,8,6,13,4,15,21,572,11,9,0,0,3,0,0
Stoke,0,Leicester,6,2,4,5,0,2,0,0,5,6,8,0,3,0,0,2,6,3,0,26,8,3,1,23,8,82,401,65,418,50,433,328,155,235,246,75,243,165,15,12,32,11,14,18,0,13,5,1,12,3,7,34,609,8,13,0,0,3,1,0
Leicester,1,Stoke,6,2,5,6,0,1,0,0,7,5,9,0,2,1,0,5,5,2,0,16,9,4,2,22,10,64,349,43,370,48,365,285,126,198,211,31,220,162,11,15,15,15,28,33,0,17,16,2,13,1,12,28,567,19,14,1,1,2,2,0
Swansea,0,Everton,6,0,3,6,0,3,0,1,6,5,9,0,3,0,0,6,4,2,0,21,8,2,1,24,10,55,404,44,415,34,425,295,164,233,223,78,256,125,8,8,21,10,13,22,0,9,13,8,17,3,12,13,567,15,5,0,0,1,2,0
Everton,1,Swansea,6,0,2,7,0,8,0,0,11,6,12,0,5,0,0,9,7,1,0,18,13,4,2,18,14,70,422,38,454,28,464,319,173,237,253,94,214,184,10,14,17,8,27,14,0,8,6,3,9,1,11,11,614,9,10,1,0,3,0,0
Man City,0,West Ham,6,1,8,9,0,10,0,4,14,9,21,0,6,0,0,14,6,6,1,50,8,16,1,21,22,46,696,68,674,26,716,463,273,391,348,71,339,332,17,11,19,13,13,17,0,12,5,0,8,2,10,24,872,9,21,0,0,1,1,0
West Ham,1,Man City,6,2,3,3,0,0,0,1,3,2,4,0,2,0,0,4,1,1,0,7,12,3,1,13,5,70,230,22,278,26,274,212,88,155,142,57,167,76,13,9,20,17,17,57,0,28,29,10,19,2,7,15,477,11,14,1,0,8,3,0
Tottenham,0,Crystal Palace,6,1,6,6,0,9,0,0,8,13,14,2,5,0,0,13,6,2,0,17,10,6,0,30,17,68,421,38,451,31,458,312,175,242,247,88,228,173,11,13,32,10,18,27,0,18,9,4,14,3,9,9,652,18,18,0,0,4,3,1
Crystal Palace,1,Tottenham,6,0,4,4,1,4,0,1,5,6,7,0,5,0,0,9,2,1,0,22,8,5,0,29,9,65,309,50,324,28,346,252,122,204,167,73,182,119,10,12,31,11,17,35,0,18,17,9,14,3,11,18,521,22,12,0,0,5,1,0
Southampton,0,Man Utd,6,2,8,6,1,1,0,0,11,4,10,0,5,0,0,5,3,6,1,21,15,5,0,16,12,64,356,52,368,45,375,284,135,212,207,74,194,152,11,6,21,6,17,10,0,3,7,2,12,1,6,17,519,11,13,0,1,0,0,0
Man Utd,1,Southampton,6,3,3,5,1,2,0,0,6,4,7,0,3,0,0,6,3,1,0,8,5,5,0,20,4,87,518,28,577,26,579,361,240,300,298,109,367,129,6,8,15,11,14,31,0,15,16,1,7,3,13,15,719,14,9,0,0,6,1,1
Liverpool,0,Norwich,6,1,7,7,0,9,0,0,14,9,21,0,2,0,0,14,8,1,0,24,13,6,3,21,20,76,551,66,561,41,586,416,211,321,304,108,294,225,12,7,19,12,12,14,0,5,9,1,20,3,4,16,736,12,16,0,1,1,0,2
Norwich,1,Liverpool,6,1,2,4,0,1,0,0,2,5,6,0,1,0,0,4,3,0,0,14,7,2,0,24,6,74,372,24,422,39,407,305,140,225,219,67,226,153,12,11,15,12,16,27,0,9,18,9,9,1,13,8,566,9,7,2,0,6,4,1
Tottenham,0,Man City,7,4,8,3,1,4,0,1,11,3,11,0,4,0,0,6,7,2,0,17,7,5,1,31,10,72,388,48,412,45,415,315,144,226,232,89,225,146,13,10,28,7,26,40,0,24,16,8,21,5,17,15,627,14,9,0,0,7,2,1
Man City,1,Tottenham,7,1,8,6,0,8,0,0,13,9,14,1,7,0,0,17,4,1,0,25,18,9,1,26,14,64,466,40,490,53,477,371,157,270,255,74,221,235,7,9,18,13,15,28,0,17,11,3,16,3,6,23,659,21,6,1,2,4,1,0
Southampton,0,Swansea,7,2,6,8,0,3,0,1,11,5,12,0,5,0,0,8,5,4,0,23,16,4,0,17,10,67,356,65,358,48,375,293,128,215,208,74,213,136,4,3,17,5,17,25,0,11,14,3,12,6,18,17,531,6,10,0,0,3,2,0
Swansea,1,Southampton,7,1,4,4,0,3,1,0,4,7,9,0,1,1,1,8,2,1,0,23,20,3,2,20,7,56,536,63,529,37,555,393,198,305,281,90,344,158,5,12,7,4,15,16,0,13,3,3,18,3,14,13,684,8,6,1,0,4,7,0
Stoke,0,Bournemouth,7,2,5,2,0,1,0,1,6,1,4,1,3,0,0,5,1,2,0,15,13,3,2,22,6,87,333,43,377,18,402,267,153,216,200,64,212,144,8,10,15,9,13,30,0,14,16,4,10,2,13,15,527,8,9,0,0,5,1,1
Bournemouth,1,Stoke,7,1,6,2,0,4,0,0,5,7,8,0,4,0,0,4,7,1,0,17,11,7,1,31,10,45,498,36,507,41,502,352,189,270,271,95,311,137,9,5,16,8,13,18,0,10,8,1,9,4,11,14,635,12,8,0,0,3,1,0
Leicester,0,Arsenal,7,2,7,6,2,3,0,2,9,5,12,1,3,0,0,6,8,2,0,33,11,6,0,18,14,66,350,62,354,25,391,281,135,217,197,42,180,194,15,11,21,16,18,20,0,16,4,13,12,0,9,12,563,13,11,0,0,6,0,0
Arsenal,1,Leicester,7,5,12,2,0,13,0,3,20,4,23,2,2,0,0,19,6,2,0,11,9,5,7,19,23,47,521,47,521,32,536,369,195,283,281,104,291,173,16,5,21,15,14,46,0,22,24,3,9,2,12,23,753,18,19,1,0,5,3,1
Liverpool,0,Aston Villa,7,3,12,2,0,7,0,1,13,7,17,0,4,0,0,14,5,2,0,32,11,11,4,18,15,56,567,63,560,15,608,385,235,302,318,70,316,237,7,9,28,11,15,9,0,2,7,1,6,3,8,7,729,10,10,2,0,2,0,0
Aston Villa,1,Liverpool,7,2,4,5,0,1,0,1,7,2,8,0,2,0,0,4,1,5,0,11,10,1,0,14,7,51,327,23,355,26,352,248,125,187,190,92,193,93,11,28,18,7,16,32,0,15,17,7,13,1,13,13,538,7,9,3,1,9,2,2
Man Utd,0,Sunderland,7,3,7,1,0,4,0,2,4,6,8,1,3,0,0,6,5,1,0,21,14,5,3,18,8,66,580,52,594,29,617,397,246,332,311,111,318,217,11,8,18,9,13,15,0,8,7,3,0,0,12,8,754,18,11,0,0,4,0,1
Sunderland,1,Man Utd,7,0,4,1,0,4,0,2,3,4,6,0,3,0,0,4,3,2,0,6,10,2,0,11,9,74,257,25,306,28,303,227,104,178,151,72,191,68,9,11,23,11,14,18,0,3,15,4,9,0,17,11,451,10,10,0,0,4,2,0
West Ham,0,Norwich,7,2,7,8,0,4,0,2,11,6,13,0,6,0,0,12,2,4,1,24,13,7,0,25,16,68,334,44,358,45,357,278,123,193,208,57,201,144,6,10,17,8,19,22,0,14,8,4,9,3,7,21,519,9,15,0,1,5,1,0
Norwich,1,West Ham,7,2,7,5,0,4,0,0,9,7,12,0,4,0,0,6,8,2,0,17,8,5,1,17,12,71,448,32,487,31,488,323,196,267,248,109,250,160,8,6,16,6,18,36,0,20,16,4,10,0,17,15,649,12,11,0,1,5,1,3
Newcastle,0,Chelsea,7,2,5,3,0,3,0,0,6,5,10,0,1,0,0,8,1,2,0,11,18,4,1,28,10,65,268,31,302,36,297,233,98,155,170,55,177,101,11,22,30,10,20,25,0,12,13,4,18,1,12,17,463,7,11,0,0,2,1,1
Chelsea,1,Newcastle,7,2,4,8,0,4,0,0,7,9,11,0,5,0,0,11,2,3,0,21,11,6,1,29,11,61,523,70,514,42,542,379,202,287,290,74,275,235,10,24,27,11,13,17,0,11,6,3,10,3,15,20,702,10,10,0,0,3,0,0
Watford,0,Crystal Palace,7,0,2,9,1,4,0,1,5,9,8,0,7,0,0,6,4,5,0,30,16,6,0,30,10,83,370,44,409,42,411,304,148,224,225,64,213,176,3,12,14,10,10,20,0,9,11,5,12,0,17,21,535,2,7,0,0,2,3,2
Crystal Palace,1,Watford,7,1,3,8,1,5,0,2,6,8,8,0,7,1,0,8,7,1,0,26,10,4,0,15,8,59,298,49,308,48,309,257,98,173,180,57,157,143,10,11,14,3,6,50,0,30,20,4,8,0,22,10,483,6,6,0,0,2,0,0
West Brom,0,Everton,8,2,4,4,0,1,0,2,2,5,7,0,2,0,0,5,2,2,0,24,10,6,2,24,7,75,372,63,384,46,401,292,153,232,211,77,183,187,11,5,19,5,19,21,0,10,11,3,13,3,9,21,548,12,10,0,0,1,0,1
Everton,1,West Brom,8,3,4,5,0,3,0,3,4,5,9,0,3,0,0,7,3,2,0,17,11,4,3,20,9,75,441,47,469,26,490,332,181,259,255,121,237,158,5,14,17,11,12,37,0,20,17,1,18,2,8,15,641,9,12,0,1,2,1,0
Crystal Palace,0,West Brom,8,2,8,7,0,6,0,1,7,13,12,0,8,1,0,12,8,1,0,34,11,8,0,33,12,72,444,60,456,28,488,311,203,235,277,82,218,216,17,12,16,15,11,32,0,18,14,2,7,3,14,14,645,13,11,2,0,2,3,0
West Brom,1,Crystal Palace,8,0,2,3,0,2,0,0,3,4,5,0,2,0,0,4,3,0,0,11,17,3,0,18,4,75,260,30,305,59,276,241,93,159,175,73,145,117,15,3,22,17,10,35,0,19,16,6,15,1,13,16,466,14,7,1,0,6,1,1
Aston Villa,0,Stoke,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoke,1,Aston Villa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bournemouth,0,Watford,8,1,6,4,0,2,0,1,5,6,9,0,2,1,0,6,2,4,0,24,11,5,0,38,10,69,496,45,520,58,507,370,193,285,272,114,265,186,15,10,10,11,18,22,0,16,6,4,15,4,8,26,660,12,12,0,1,1,3,0
Watford,1,Bournemouth,8,1,2,5,1,4,0,0,6,5,7,0,4,0,0,6,4,1,0,16,7,3,1,31,6,86,387,49,424,39,434,306,167,238,232,69,242,162,11,6,18,15,16,16,0,8,8,2,14,1,13,20,575,5,17,0,0,5,2,1
Man City,0,Newcastle,8,6,11,8,1,4,0,5,9,9,17,0,6,0,0,13,7,3,0,26,8,6,5,20,15,56,584,43,597,33,607,419,217,321,308,57,302,281,9,13,20,10,10,13,0,7,6,1,4,1,13,6,742,12,6,0,1,3,2,0
Newcastle,1,Man City,8,1,4,1,0,1,0,0,4,2,6,0,0,0,0,4,0,2,0,9,14,3,0,13,6,66,291,38,319,26,331,226,130,167,188,71,195,91,10,14,24,9,21,23,0,8,15,4,19,3,8,8,486,8,9,1,1,5,1,0
Norwich,0,Leicester,8,1,2,9,1,6,0,2,9,6,10,0,7,0,0,9,3,5,0,48,4,16,0,34,15,74,502,68,508,47,529,376,197,291,282,92,236,248,14,15,14,10,8,44,0,36,8,3,10,2,4,29,707,17,8,1,0,3,1,0
Leicester,1,Norwich,8,2,5,8,0,3,0,4,11,1,10,2,3,1,0,7,5,4,0,21,4,8,1,20,14,63,234,45,252,48,249,225,72,151,146,43,130,124,10,11,31,14,23,40,0,20,20,6,24,1,4,21,456,5,9,1,0,1,3,3
Sunderland,0,West Ham,8,2,3,5,0,4,0,1,5,6,10,0,2,0,0,7,4,1,0,8,11,1,2,18,9,62,332,24,370,45,349,257,136,197,194,63,229,102,4,11,25,9,12,32,0,17,15,5,8,2,14,15,527,11,8,0,1,4,3,0
West Ham,1,Sunderland,8,2,6,9,0,5,0,2,10,8,15,0,5,0,0,14,3,3,0,32,14,8,1,26,16,70,432,61,441,39,463,337,161,267,234,45,263,194,9,16,19,4,12,12,0,10,2,4,4,2,11,21,604,9,12,0,1,1,0,0
Chelsea,0,Southampton,8,1,3,4,0,3,0,0,4,6,7,0,3,0,0,10,0,0,0,14,14,4,1,21,7,74,519,47,546,50,543,377,211,311,281,87,322,184,5,13,22,8,18,12,0,6,6,4,10,1,14,19,698,7,8,2,0,2,4,1
Southampton,1,Chelsea,8,3,5,4,0,4,0,0,8,5,8,1,4,0,0,10,3,0,0,15,11,6,1,22,9,68,332,39,361,52,348,274,126,198,201,79,187,134,8,6,19,5,17,30,0,19,11,3,18,3,14,26,526,17,17,0,0,2,1,1
Everton,0,Liverpool,8,1,4,2,0,8,0,0,6,8,10,0,4,0,0,6,6,2,0,17,16,5,1,24,9,72,364,49,387,36,400,304,131,202,232,54,205,177,12,11,27,10,14,25,0,14,11,4,10,1,10,14,571,19,11,0,0,3,2,0
Liverpool,1,Everton,8,1,4,5,0,4,0,3,8,2,7,0,6,0,0,5,3,5,0,21,10,11,4,23,13,53,368,52,369,23,398,282,136,218,201,94,183,144,10,14,27,12,8,28,0,11,17,7,8,0,19,18,556,15,10,1,1,3,1,0
Swansea,0,Tottenham,8,1,2,5,0,4,0,1,6,4,8,0,3,0,0,5,2,4,0,20,17,5,0,18,9,82,367,67,382,32,417,300,149,233,211,97,225,127,8,12,18,13,22,21,0,6,15,4,7,1,8,18,579,9,13,1,1,9,3,0
Tottenham,1,Swansea,8,2,11,4,0,4,1,1,8,10,13,2,4,0,1,12,6,1,0,26,5,6,0,13,15,45,482,45,482,29,498,351,172,258,268,119,249,159,13,15,17,8,19,28,0,19,9,4,8,0,19,5,658,6,10,0,0,1,1,0
Arsenal,0,Man Utd,8,3,5,5,1,2,0,1,8,3,10,0,2,0,0,7,4,1,0,7,17,3,3,12,10,57,357,33,381,28,386,266,147,207,201,123,193,98,16,9,29,12,23,28,0,12,16,1,13,2,8,12,572,16,7,0,0,5,4,0
Man Utd,1,Arsenal,8,0,5,3,0,1,0,0,2,7,8,0,1,0,0,6,3,0,0,24,10,6,0,18,8,58,621,62,617,33,646,403,276,344,332,72,341,266,12,13,22,16,6,5,0,2,3,2,9,3,17,11,769,18,6,0,0,2,0,1
Tottenham,0,Liverpool,10,0,4,4,0,5,0,1,4,8,10,0,3,0,0,9,3,1,0,21,14,8,2,31,9,61,403,44,420,29,435,318,145,228,229,117,203,144,12,11,41,12,20,36,0,16,20,5,15,2,15,14,644,19,22,0,0,3,1,0
Liverpool,1,Tottenham,10,0,3,4,1,5,0,1,3,8,9,0,3,0,0,6,4,2,0,18,16,6,2,40,10,51,449,31,469,51,449,330,167,246,251,77,250,173,12,7,29,12,11,27,0,16,11,5,16,5,11,20,645,35,17,1,0,4,1,0
Southampton,0,Leicester,10,2,6,5,1,2,0,3,6,4,9,0,4,0,0,6,3,4,0,21,9,6,0,16,11,62,339,49,352,30,371,269,130,208,188,81,215,105,11,7,15,10,18,58,0,33,25,8,15,1,16,29,568,15,11,0,0,5,2,1
Leicester,1,Southampton,10,2,7,12,0,8,0,0,16,11,18,0,9,0,0,17,4,6,0,33,10,7,1,25,15,72,329,73,328,42,359,282,118,209,189,38,169,194,10,7,19,11,29,15,0,11,4,3,19,0,10,21,528,10,12,0,0,3,1,0
West Brom,0,Sunderland,10,1,2,5,0,2,0,2,5,2,9,0,0,0,0,3,4,2,0,24,18,1,0,23,6,81,421,74,428,62,440,322,177,237,263,64,237,201,8,11,9,7,11,18,0,11,7,5,8,2,12,29,600,14,13,0,0,2,1,0
Sunderland,1,West Brom,10,0,2,1,0,6,0,2,2,5,5,0,4,0,0,5,2,2,0,19,13,5,3,19,8,78,314,43,349,35,357,261,130,208,182,62,205,125,7,5,24,8,11,43,0,18,25,2,9,5,13,22,513,6,10,0,1,1,2,0
